"Date","Violations","Statistics","Value"
2000,"Total impaired driving [910]","Total, adult charged",69126
2001,"Total impaired driving [910]","Total, adult charged",68986
2002,"Total impaired driving [910]","Total, adult charged",66889
2003,"Total impaired driving [910]","Total, adult charged",65236
2004,"Total impaired driving [910]","Total, adult charged",63317
2005,"Total impaired driving [910]","Total, adult charged",60538
2006,"Total impaired driving [910]","Total, adult charged",60978
2007,"Total impaired driving [910]","Total, adult charged",61902
2008,"Total impaired driving [910]","Total, adult charged",64846
2009,"Total impaired driving [910]","Total, adult charged",67399
2010,"Total impaired driving [910]","Total, adult charged",64327
2011,"Total impaired driving [910]","Total, adult charged",59395
2012,"Total impaired driving [910]","Total, adult charged",59570
2013,"Total impaired driving [910]","Total, adult charged",53654
2014,"Total impaired driving [910]","Total, adult charged",51392
2015,"Total impaired driving [910]","Total, adult charged",50528
2016,"Total impaired driving [910]","Total, adult charged",48886
2017,"Total impaired driving [910]","Total, adult charged",45561
2018,"Total impaired driving [910]","Total, adult charged",44571
2019,"Total impaired driving [910]","Total, adult charged",48239
2000,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",293.51
2001,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",288.67
2002,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",275.74
2003,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",265.34
2004,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",254.11
2005,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",239.86
2006,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",238.46
2007,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",238.89
2008,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",246.66
2009,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",252.6
2010,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",237.71
2011,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",216.78
2012,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",214.49
2013,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",190.7
2014,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",180.51
2015,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",176.08
2016,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",168.4
2017,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",154.85
2018,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",149.13
2019,"Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over",158.86
2000,"Total impaired driving [910]","Total, youth charged",0
2001,"Total impaired driving [910]","Total, youth charged",0
2002,"Total impaired driving [910]","Total, youth charged",0
2003,"Total impaired driving [910]","Total, youth charged",0
2004,"Total impaired driving [910]","Total, youth charged",0
2005,"Total impaired driving [910]","Total, youth charged",0
2006,"Total impaired driving [910]","Total, youth charged",0
2007,"Total impaired driving [910]","Total, youth charged",924
2008,"Total impaired driving [910]","Total, youth charged",976
2009,"Total impaired driving [910]","Total, youth charged",939
2010,"Total impaired driving [910]","Total, youth charged",861
2011,"Total impaired driving [910]","Total, youth charged",769
2012,"Total impaired driving [910]","Total, youth charged",691
2013,"Total impaired driving [910]","Total, youth charged",453
2014,"Total impaired driving [910]","Total, youth charged",392
2015,"Total impaired driving [910]","Total, youth charged",403
2016,"Total impaired driving [910]","Total, youth charged",354
2017,"Total impaired driving [910]","Total, youth charged",304
2018,"Total impaired driving [910]","Total, youth charged",296
2019,"Total impaired driving [910]","Total, youth charged",333
2000,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",0
2001,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",0
2002,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",0
2003,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",0
2004,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",0
2005,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",0
2006,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",0
2007,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",35.26
2008,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",37.59
2009,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",36.61
2010,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",34.04
2011,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",30.91
2012,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",28.31
2013,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",18.93
2014,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",16.61
2015,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",17.14
2016,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",14.96
2017,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",12.83
2018,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",12.44
2019,"Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years",13.84
2000,"Total impaired driving [910]","Total, youth not charged",0
2001,"Total impaired driving [910]","Total, youth not charged",0
2002,"Total impaired driving [910]","Total, youth not charged",0
2003,"Total impaired driving [910]","Total, youth not charged",0
2004,"Total impaired driving [910]","Total, youth not charged",0
2005,"Total impaired driving [910]","Total, youth not charged",0
2006,"Total impaired driving [910]","Total, youth not charged",0
2007,"Total impaired driving [910]","Total, youth not charged",143
2008,"Total impaired driving [910]","Total, youth not charged",185
2009,"Total impaired driving [910]","Total, youth not charged",191
2010,"Total impaired driving [910]","Total, youth not charged",224
2011,"Total impaired driving [910]","Total, youth not charged",219
2012,"Total impaired driving [910]","Total, youth not charged",194
2013,"Total impaired driving [910]","Total, youth not charged",148
2014,"Total impaired driving [910]","Total, youth not charged",113
2015,"Total impaired driving [910]","Total, youth not charged",94
2016,"Total impaired driving [910]","Total, youth not charged",81
2017,"Total impaired driving [910]","Total, youth not charged",90
2018,"Total impaired driving [910]","Total, youth not charged",92
2019,"Total impaired driving [910]","Total, youth not charged",55
2000,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0
2001,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0
2002,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0
2003,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0
2004,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0
2005,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0
2006,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0
2007,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",5.46
2008,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",7.12
2009,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",7.45
2010,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",8.86
2011,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",8.8
2012,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",7.95
2013,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",6.19
2014,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",4.79
2015,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",4
2016,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",3.42
2017,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",3.8
2018,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",3.87
2019,"Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years",2.29
2000,"Total other Criminal Code traffic violations [920]","Actual incidents",34309
2001,"Total other Criminal Code traffic violations [920]","Actual incidents",39115
2002,"Total other Criminal Code traffic violations [920]","Actual incidents",38697
2003,"Total other Criminal Code traffic violations [920]","Actual incidents",40246
2004,"Total other Criminal Code traffic violations [920]","Actual incidents",40865
2005,"Total other Criminal Code traffic violations [920]","Actual incidents",43566
2006,"Total other Criminal Code traffic violations [920]","Actual incidents",46312
2007,"Total other Criminal Code traffic violations [920]","Actual incidents",52883
2008,"Total other Criminal Code traffic violations [920]","Actual incidents",60511
2009,"Total other Criminal Code traffic violations [920]","Actual incidents",57839
2010,"Total other Criminal Code traffic violations [920]","Actual incidents",55615
2011,"Total other Criminal Code traffic violations [920]","Actual incidents",55922
2012,"Total other Criminal Code traffic violations [920]","Actual incidents",57046
2013,"Total other Criminal Code traffic violations [920]","Actual incidents",58050
2014,"Total other Criminal Code traffic violations [920]","Actual incidents",54856
2015,"Total other Criminal Code traffic violations [920]","Actual incidents",54012
2016,"Total other Criminal Code traffic violations [920]","Actual incidents",53712
2017,"Total other Criminal Code traffic violations [920]","Actual incidents",56308
2018,"Total other Criminal Code traffic violations [920]","Actual incidents",55058
2019,"Total other Criminal Code traffic violations [920]","Actual incidents",51033
2000,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",111.8
2001,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",126.1
2002,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",123.42
2003,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",127.2
2004,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",127.94
2005,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",135.11
2006,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",142.19
2007,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",160.8
2008,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",182.01
2009,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",171.99
2010,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",163.55
2011,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",162.85
2012,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",164.33
2013,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",165.46
2014,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",154.8
2015,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",151.28
2016,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",148.75
2017,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",154.09
2018,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",148.57
2019,"Total other Criminal Code traffic violations [920]","Rate per 100,000 population",135.76
2000,"Total other Criminal Code traffic violations [920]","Percentage change in rate",6.27
2001,"Total other Criminal Code traffic violations [920]","Percentage change in rate",12.79
2002,"Total other Criminal Code traffic violations [920]","Percentage change in rate",-2.13
2003,"Total other Criminal Code traffic violations [920]","Percentage change in rate",3.06
2004,"Total other Criminal Code traffic violations [920]","Percentage change in rate",0.58
2005,"Total other Criminal Code traffic violations [920]","Percentage change in rate",5.6
2006,"Total other Criminal Code traffic violations [920]","Percentage change in rate",5.24
2007,"Total other Criminal Code traffic violations [920]","Percentage change in rate",13.09
2008,"Total other Criminal Code traffic violations [920]","Percentage change in rate",13.19
2009,"Total other Criminal Code traffic violations [920]","Percentage change in rate",-5.5
2010,"Total other Criminal Code traffic violations [920]","Percentage change in rate",-4.91
2011,"Total other Criminal Code traffic violations [920]","Percentage change in rate",-0.43
2012,"Total other Criminal Code traffic violations [920]","Percentage change in rate",0.91
2013,"Total other Criminal Code traffic violations [920]","Percentage change in rate",0.69
2014,"Total other Criminal Code traffic violations [920]","Percentage change in rate",-6.45
2015,"Total other Criminal Code traffic violations [920]","Percentage change in rate",-2.27
2016,"Total other Criminal Code traffic violations [920]","Percentage change in rate",-1.68
2017,"Total other Criminal Code traffic violations [920]","Percentage change in rate",3.59
2018,"Total other Criminal Code traffic violations [920]","Percentage change in rate",-3.58
2019,"Total other Criminal Code traffic violations [920]","Percentage change in rate",-8.62
2000,"Total other Criminal Code traffic violations [920]","Total cleared",16201
2001,"Total other Criminal Code traffic violations [920]","Total cleared",17667
2002,"Total other Criminal Code traffic violations [920]","Total cleared",17487
2003,"Total other Criminal Code traffic violations [920]","Total cleared",17966
2004,"Total other Criminal Code traffic violations [920]","Total cleared",18030
2005,"Total other Criminal Code traffic violations [920]","Total cleared",17821
2006,"Total other Criminal Code traffic violations [920]","Total cleared",18537
2007,"Total other Criminal Code traffic violations [920]","Total cleared",19463
2008,"Total other Criminal Code traffic violations [920]","Total cleared",20291
2009,"Total other Criminal Code traffic violations [920]","Total cleared",19726
2010,"Total other Criminal Code traffic violations [920]","Total cleared",19584
2011,"Total other Criminal Code traffic violations [920]","Total cleared",19171
2012,"Total other Criminal Code traffic violations [920]","Total cleared",18813
2013,"Total other Criminal Code traffic violations [920]","Total cleared",17946
2014,"Total other Criminal Code traffic violations [920]","Total cleared",18160
2015,"Total other Criminal Code traffic violations [920]","Total cleared",18715
2016,"Total other Criminal Code traffic violations [920]","Total cleared",18861
2017,"Total other Criminal Code traffic violations [920]","Total cleared",18986
2018,"Total other Criminal Code traffic violations [920]","Total cleared",19561
2019,"Total other Criminal Code traffic violations [920]","Total cleared",19304
2000,"Total other Criminal Code traffic violations [920]","Total, persons charged",13077
2001,"Total other Criminal Code traffic violations [920]","Total, persons charged",14391
2002,"Total other Criminal Code traffic violations [920]","Total, persons charged",14658
2003,"Total other Criminal Code traffic violations [920]","Total, persons charged",14992
2004,"Total other Criminal Code traffic violations [920]","Total, persons charged",15055
2005,"Total other Criminal Code traffic violations [920]","Total, persons charged",15018
2006,"Total other Criminal Code traffic violations [920]","Total, persons charged",15742
2007,"Total other Criminal Code traffic violations [920]","Total, persons charged",16440
2008,"Total other Criminal Code traffic violations [920]","Total, persons charged",16933
2009,"Total other Criminal Code traffic violations [920]","Total, persons charged",16307
2010,"Total other Criminal Code traffic violations [920]","Total, persons charged",16168
2011,"Total other Criminal Code traffic violations [920]","Total, persons charged",15639
2012,"Total other Criminal Code traffic violations [920]","Total, persons charged",15817
2013,"Total other Criminal Code traffic violations [920]","Total, persons charged",15158
2014,"Total other Criminal Code traffic violations [920]","Total, persons charged",15584
2015,"Total other Criminal Code traffic violations [920]","Total, persons charged",16005
2016,"Total other Criminal Code traffic violations [920]","Total, persons charged",16137
2017,"Total other Criminal Code traffic violations [920]","Total, persons charged",16260
2018,"Total other Criminal Code traffic violations [920]","Total, persons charged",17059
2019,"Total other Criminal Code traffic violations [920]","Total, persons charged",17068
2000,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",50.25
2001,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",54.53
2002,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",54.72
2003,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",55.24
2004,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",54.75
2005,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",53.93
2006,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",55.83
2007,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",57.62
2008,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",58.62
2009,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",55.76
2010,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",54.64
2011,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",52.33
2012,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",52.35
2013,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",49.65
2014,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",50.55
2015,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",51.55
2016,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",51.4
2017,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",51.15
2018,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",52.87
2019,"Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over",52.08
2000,"Total other Criminal Code traffic violations [920]","Total, adult charged",13026
2001,"Total other Criminal Code traffic violations [920]","Total, adult charged",14363
2002,"Total other Criminal Code traffic violations [920]","Total, adult charged",14651
2003,"Total other Criminal Code traffic violations [920]","Total, adult charged",14984
2004,"Total other Criminal Code traffic violations [920]","Total, adult charged",15035
2005,"Total other Criminal Code traffic violations [920]","Total, adult charged",15012
2006,"Total other Criminal Code traffic violations [920]","Total, adult charged",15736
2007,"Total other Criminal Code traffic violations [920]","Total, adult charged",15391
2008,"Total other Criminal Code traffic violations [920]","Total, adult charged",15979
2009,"Total other Criminal Code traffic violations [920]","Total, adult charged",15499
2010,"Total other Criminal Code traffic violations [920]","Total, adult charged",15458
2011,"Total other Criminal Code traffic violations [920]","Total, adult charged",14972
2012,"Total other Criminal Code traffic violations [920]","Total, adult charged",15085
2013,"Total other Criminal Code traffic violations [920]","Total, adult charged",14543
2014,"Total other Criminal Code traffic violations [920]","Total, adult charged",14979
2015,"Total other Criminal Code traffic violations [920]","Total, adult charged",15382
2016,"Total other Criminal Code traffic violations [920]","Total, adult charged",15546
2017,"Total other Criminal Code traffic violations [920]","Total, adult charged",15697
2018,"Total other Criminal Code traffic violations [920]","Total, adult charged",16549
2019,"Total other Criminal Code traffic violations [920]","Total, adult charged",16609
2000,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",55.31
2001,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",60.1
2002,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",60.4
2003,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",60.95
2004,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",60.34
2005,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",59.48
2006,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",61.54
2007,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",59.4
2008,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",60.78
2009,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",58.09
2010,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",57.12
2011,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",54.65
2012,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",54.31
2013,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",51.69
2014,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",52.61
2015,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",53.6
2016,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",53.55
2017,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",53.35
2018,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",55.37
2019,"Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over",54.69
2000,"Total other Criminal Code traffic violations [920]","Total, youth charged",51
2001,"Total other Criminal Code traffic violations [920]","Total, youth charged",28
2002,"Total other Criminal Code traffic violations [920]","Total, youth charged",7
2003,"Total other Criminal Code traffic violations [920]","Total, youth charged",8
2004,"Total other Criminal Code traffic violations [920]","Total, youth charged",20
2005,"Total other Criminal Code traffic violations [920]","Total, youth charged",6
2006,"Total other Criminal Code traffic violations [920]","Total, youth charged",6
2007,"Total other Criminal Code traffic violations [920]","Total, youth charged",1049
2008,"Total other Criminal Code traffic violations [920]","Total, youth charged",954
2009,"Total other Criminal Code traffic violations [920]","Total, youth charged",808
2010,"Total other Criminal Code traffic violations [920]","Total, youth charged",710
2011,"Total other Criminal Code traffic violations [920]","Total, youth charged",667
2012,"Total other Criminal Code traffic violations [920]","Total, youth charged",732
2013,"Total other Criminal Code traffic violations [920]","Total, youth charged",615
2014,"Total other Criminal Code traffic violations [920]","Total, youth charged",605
2015,"Total other Criminal Code traffic violations [920]","Total, youth charged",623
2016,"Total other Criminal Code traffic violations [920]","Total, youth charged",591
2017,"Total other Criminal Code traffic violations [920]","Total, youth charged",563
2018,"Total other Criminal Code traffic violations [920]","Total, youth charged",510
2019,"Total other Criminal Code traffic violations [920]","Total, youth charged",459
2000,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",2.06
2001,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",1.12
2002,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",0.28
2003,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",0.31
2004,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",0.77
2005,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",0.23
2006,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",0.23
2007,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",40.03
2008,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",36.74
2009,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",31.5
2010,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",28.07
2011,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",26.81
2012,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",29.99
2013,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",25.7
2014,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",25.63
2015,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",26.5
2016,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",24.98
2017,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",23.76
2018,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",21.44
2019,"Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years",19.08
2000,"Total other Criminal Code traffic violations [920]","Total, youth not charged",1
2001,"Total other Criminal Code traffic violations [920]","Total, youth not charged",33
2002,"Total other Criminal Code traffic violations [920]","Total, youth not charged",22
2003,"Total other Criminal Code traffic violations [920]","Total, youth not charged",13
2004,"Total other Criminal Code traffic violations [920]","Total, youth not charged",8
2005,"Total other Criminal Code traffic violations [920]","Total, youth not charged",17
2006,"Total other Criminal Code traffic violations [920]","Total, youth not charged",7
2007,"Total other Criminal Code traffic violations [920]","Total, youth not charged",272
2008,"Total other Criminal Code traffic violations [920]","Total, youth not charged",300
2009,"Total other Criminal Code traffic violations [920]","Total, youth not charged",300
2010,"Total other Criminal Code traffic violations [920]","Total, youth not charged",347
2011,"Total other Criminal Code traffic violations [920]","Total, youth not charged",259
2012,"Total other Criminal Code traffic violations [920]","Total, youth not charged",228
2013,"Total other Criminal Code traffic violations [920]","Total, youth not charged",189
2014,"Total other Criminal Code traffic violations [920]","Total, youth not charged",164
2015,"Total other Criminal Code traffic violations [920]","Total, youth not charged",160
2016,"Total other Criminal Code traffic violations [920]","Total, youth not charged",161
2017,"Total other Criminal Code traffic violations [920]","Total, youth not charged",159
2018,"Total other Criminal Code traffic violations [920]","Total, youth not charged",134
2019,"Total other Criminal Code traffic violations [920]","Total, youth not charged",138
2000,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0.04
2001,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",1.32
2002,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0.87
2003,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0.51
2004,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0.31
2005,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0.65
2006,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",0.27
2007,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",10.38
2008,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",11.55
2009,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",11.7
2010,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",13.72
2011,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",10.41
2012,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",9.34
2013,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",7.9
2014,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",6.95
2015,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",6.81
2016,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",6.81
2017,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",6.71
2018,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",5.63
2019,"Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years",5.74
2000,"Total drug violations [401]","Actual incidents",88091
2001,"Total drug violations [401]","Actual incidents",89395
2002,"Total drug violations [401]","Actual incidents",92781
2003,"Total drug violations [401]","Actual incidents",86791
2004,"Total drug violations [401]","Actual incidents",97630
2005,"Total drug violations [401]","Actual incidents",93664
2006,"Total drug violations [401]","Actual incidents",96175
2007,"Total drug violations [401]","Actual incidents",101208
2008,"Total drug violations [401]","Actual incidents",102271
2009,"Total drug violations [401]","Actual incidents",97963
2010,"Total drug violations [401]","Actual incidents",109222
2011,"Total drug violations [401]","Actual incidents",113345
2012,"Total drug violations [401]","Actual incidents",110093
2013,"Total drug violations [401]","Actual incidents",109091
